address,name,lat,lng,placement,racks,spaces
2240 CHESTNUT ST,Tuttimelon,37.800482, -122.440145,SIDEWALK,1,2
1794 SAN JOSE AVE,Mission Dental,37.729197, -122.440091,SIDEWALK,1,2
1812 DIVISADERO ST,El Burrito Express,37.786461, -122.439824,SIDEWALK,1,2
2219 CHESTNUT ST,Benefit Cosemtics,37.800234, -122.439811,SIDEWALK,1,2
1836 DIVISADERO ST,Ocean Taqueria,37.786725, -122.439781,SIDEWALK,1,2
1750 DIVISADERO ST,Starbucks,37.785974, -122.439697,SIDEWALK,1,2
1363 DIVISADERO ST,Walgreens,37.782233, -122.439580,SIDEWALK,1,2
3213 PIERCE ST,,37.799676, -122.439552,SIDEWALK,1,2
981 GENEVA AVE,Streetwise Skate Shop,37.716071, -122.439534,SIDEWALK,1,2
2725 CALIFORNIA ST,Dr William Cobb (PreK and SA) CDC,37.788026, -122.439525,SIDEWALK,1,2
1221 DIVISADERO ST,Frankee Uno San Francisco,37.780905, -122.439353,SIDEWALK,1,2
1371 FULTON ST,San Francisco Pet Hospital,37.776433, -122.439247,SIDEWALK,1,2
4950 MISSION ST,Safeway,37.719660, -122.439188,SIDEWALK,1,2
3252 PIERCE ST,,37.800176, -122.439174,SIDEWALK,1,2
1600 DIVISADERO ST,Mt Zion,37.784891, -122.438928,SIDEWALK,1,2
1600 DIVISADERO ST,Mt Zion,37.784891, -122.438928,SIDEWALK,1,2
1195 OAK ST,Oakside Cafe,37.772737, -122.438887,SIDEWALK,1,2
1195 OAK ST,OakSide Cafe,37.772737, -122.438887,SIDEWALK,1,2
2156 CHESTNUT ST,Peet's Coffee,37.800706, -122.438854,SIDEWALK,1,2
60 ONONDAGA AVE,Croatian Ameriacn Cultural Center,37.722006, -122.438835,SIDEWALK,1,2
1335 FULTON ST,Candybar,37.776538, -122.438830,SIDEWALK,1,2
2159 CHESTNUT ST,Gap,37.800209, -122.438770,SIDEWALK,1,2
310 BRODERICK ST,Peet's Coffee,37.773440, -122.438756,SIDEWALK,1,2
306 BRODERICK ST,Nopalito,37.773440, -122.438756,SIDEWALK,1,2
302 BRODERICK ST,DeLessio Market and Bakery,37.773440, -122.438756,SIDEWALK,1,2
2242 LOMBARD ST,,37.799833, -122.438727,SIDEWALK,1,2
901 DIVISADERO ST,Oasis Cafe,37.777916, -122.438709,SIDEWALK,2,4
1326 GROVE ST,Basa Collective,37.776067, -122.438524,SIDEWALK,1,2
813 DIVISADERO ST,Everlasting Tattoo,37.777129, -122.438452,SIDEWALK,1,2
803 DIVISADERO ST,Film Yard Video,37.777082, -122.438440,SIDEWALK,1,2
1300 FULTON ST,Cafe Abir,37.776993, -122.438429,SIDEWALK,1,2
661 DIVISADERO ST,Plant It Earth Store,37.775744, -122.438287,SIDEWALK,1,2
2108 CHESTNUT ST,Janie and Jack,37.800799, -122.438258,SIDEWALK,1,2
4288 24TH ST,Firefly restaurant,37.751264, -122.438257,SIDEWALK,1,2
4288 24TH ST,Firefly restaurant,37.751264, -122.438257,SIDEWALK,1,2
4298 24TH ST,Philz Coffee,37.751264, -122.438257,SIDEWALK,1,2
4298 24TH ST,Philz Coffee,37.751264, -122.438257,SIDEWALK,1,2
639 DIVISADERO ST,Mojo Bicycle Cafe,37.775521, -122.438244,SIDEWALK,1,2
2125 CHESTNUT ST,Apple Store,37.800324, -122.438202,SIDEWALK,1,2
625 DOUGLASS ST,Alvarado Elementary School,37.753682, -122.438193,SIDEWALK,3,6
625 DOUGLASS ST,Alvarado Elementary School,37.753682, -122.438193,SIDEWALK,3,6
15 ONONDAGA AVE,Post Office,37.721203, -122.438120,SIDEWALK,1,2
543 DIVISADERO ST,Club Waziema,37.774620, -122.438054,SIDEWALK,1,2
621 DIVISADERO ST,Divisadero Health Haven,37.775322, -122.438045,SIDEWALK,1,2
601 DIVISADERO ST,Bean Bag Cafe,37.775154, -122.438042,SIDEWALK,1,2
537 DIVISADERO ST,Club One,37.774552, -122.438040,SIDEWALK,1,2
531 DIVISADERO ST,Herbivore: The Earthly Grill,37.774485, -122.438027,SIDEWALK,1,2
860 DIVISADERO ST,Green Earth,37.777657, -122.438009,SIDEWALK,1,2
846 DIVISADERO ST,Little Star Pizza,37.777538, -122.437986,SIDEWALK,1,2
425 DIVISADERO ST,multiple,37.773364, -122.437875,SIDEWALK,1,2
4877 MISSION ST,Katz Accident & Injury Center,37.720264, -122.437808,SIDEWALK,2,4
2068 CHESTNUT ST,Chadwick's of London,37.800848, -122.437700,SIDEWALK,1,2
321 DIVISADERO ST,Yoga Loft,37.772558, -122.437681,SIDEWALK,1,2
305 DIVISADERO ST,Comix Experience,37.772415, -122.437608,SIDEWALK,1,2
650 DIVISADERO ST,Alouis Auto Radiator,37.775742, -122.437588,SIDEWALK,1,2
2085 CHESTNUT ST,Pure Beauty,37.800516, -122.437575,SIDEWALK,1,2
3318 STEINER ST,Little Shop,37.800033, -122.437559,SIDEWALK,1,2
600 DIVISADERO ST,Rare Device,37.775177, -122.437517,SIDEWALK,1,2
295 DIVISADERO ST,Elliptical Bodywork,37.772028, -122.437516,SIDEWALK,1,2
628 DIVISADERO ST,The Independent,37.775533, -122.437510,SIDEWALK,1,2
550 DIVISADERO ST,Bi Rite Market,37.774834, -122.437469,SIDEWALK,1,2
560 DIVISADERO ST,Nopa,37.774834, -122.437469,SIDEWALK,1,2
3001 STEINER ST,City Cycle of San Francisco,37.797000, -122.437418,SIDEWALK,1,2
4304 18TH ST,US Post Office,37.760935, -122.437405,SIDEWALK,1,2
4304 18TH ST,US Post Office,37.760935, -122.437405,SIDEWALK,1,2
500 DIVISADERO ST,Madrone Lounge,37.774222, -122.437364,SIDEWALK,1,2
500 DIVISADERO ST,Madrone Lounge,37.774222, -122.437364,SIDEWALK,1,2
512 DIVISADERO ST,SF Hardware,37.774364, -122.437330,SIDEWALK,1,2
4831 MISSION ST,Excelsior Yoga,37.720941, -122.437296,SIDEWALK,1,2
4825 MISSION ST,Ricca's,37.721058, -122.437207,SIDEWALK,1,2
2040 CHESTNUT ST,GapBody,37.800897, -122.437175,SIDEWALK,1,2
1250 HAYES ST,Hayes Convalescent Hospital,37.775419, -122.437117,SIDEWALK,2,4
342 DIVISADERO ST,Black Nose Trading Co.,37.772847, -122.437032,SIDEWALK,1,2
1166 GENEVA AVE,Broken Record Bar and Grill,37.714265, -122.437001,SIDEWALK,1,2
2055 CHESTNUT ST,Wells Fargo,37.800253, -122.436919,SIDEWALK,1,2
2157 LOMBARD ST,,37.799471, -122.436911,SIDEWALK,1,2
286 DIVISADERO ST,Yoga Garden of San Francisco,37.771981, -122.436867,SIDEWALK,3,6
4243 18TH ST,Takara Sushi,37.760586, -122.436846,SIDEWALK,1,2
270 DIVISADERO ST,City Copy and Print Center,37.771708, -122.436833,SIDEWALK,1,2
2016 CHESTNUT ST,T Mobile,37.800953, -122.436738,SIDEWALK,1,2
4166 24TH ST,Swatdee Thai Cuisine,37.751451, -122.435577,SIDWALK,1,2
3130 FILLMORE ST,Espresso Roma Cafe,37.798611, -122.435534,SIDEWALK,1,2
3500 FILLMORE ST,Marina MS,37.801826, -122.435481,SIDEWALK,2,4
4121 18TH ST,Badlands,37.760668, -122.435479,SIDEWALK,1,2
4681 MISSION ST,Filipino Community Center,37.723348, -122.435475,SIDEWALK,1,2
999 OAK ST,Oak Fair Market,37.77322954, -122.43546325,SIDEWALK,1,2
456 CASTRO ST,Qbar,37.761602, -122.435432,SIDEWALK,1,2
432 CASTRO ST,Injeanious Lounge,37.761961, -122.435421,SIDEWALK,1,2
468 CASTRO ST,A.G. Ferrari Foods,37.761399, -122.435412,SIDEWALK,1,2
479 CASTRO ST,Cliff's Variety,37.761330, -122.434682,SIDEWALK,1,
3979 17TH ST,Wild Card,37.762294, -122.434608,SIDEWALK,1,2
525 CASTRO ST,MSC,37.760452, -122.434598,SIDEWALK,2,4
545 CASTRO ST,Best in Show,37.760181, -122.434573,SIDEWALK,1,2
4112 24TH ST,multiple,37.751513, -122.434569,SIDEWALK,1,2
2261 FILLMORE ST,Clay Theatre,37.790456, -122.434480,SIDEWALK,1,2
2261 FILLMORE ST,Clay Theatre,37.790456, -122.434480,SIDEWALK,1,2
2301 FILLMORE ST,Crepevine,37.790939, -122.434426,SIDEWALK,1,2
2225 FILLMORE ST,Cielo,37.790209, -122.434381,SIDEWALK,1,2
4100 24TH ST,Heroine,37.751437, -122.434380,SIDEWALK,1,2
2367 MARKET ST,Bisou French Bistro,37.762839, -122.434352,SIDEWALK,1,2
1314 CASTRO ST,Tierra Mia,37.750996, -122.434336,SIDEWALK,1,2
2344 MARKET ST,,37.763629, -122.434294,SIDEWALK,1,2
2195 FILLMORE ST,Browser Books,37.789598, -122.434286,SIDEWALK,1,2
2834 DIAMOND ST,La Corneta Taqueria,37.734059, -122.434244,SIDEWALK,1,2
4068 18TH ST,Brandy Ho's Hunan Food,37.761161, -122.434231,SIDEWALK,1,2
735 HAIGHT ST,,37.771408, -122.434230,SIDEWALK,1,2
685 CHENERY ST,Glen Park Hardware,37.734350, -122433618,SIDEWALK,1,2
2060 FILLMORE ST,Round Ground Coffee,37.788698, -122.433583,SIDEWALK,1,2
2056 FILLMORE ST,Elizabeth Charles,37.788698, -122.433583,SIDEWALK,1,2
2078 UNION ST,Contrada Bikes,37.797574, -122.433519,SIDEWALK,1,2
2083 UNION ST,Sephora,37.797088, -122.433485,SIDEWALK,1,2
25 STEINER ST,Duboce Park,37.769615, -122.433428,SIDEWALK,2,4
286 NOE ST,,37.764486, -122.433415,SIDEWALK,1,2
3600 16TH ST,Lookout/Squat & Gobble,37.764391, -122.433406,SIDEWALK,2,4
3600 16TH ST,Lookout/Squat & Gobble,37.764391, -122.433406,SIDEWALK,1,2
4068 24TH ST,Qoio,37.751581, -122.433389,SIDEWALK,1,2
1946 FILLMORE ST,Johny Rockets restaurant,37.787823, -122.433359,SIDEWALK,1,2
1501 FILLMORE ST,Starbucks,37.783481, -122.433316,SIDEWALK,1,2
1515 FILLMORE ST,Jubili,37.783481, -122.433316,SIDEWALK,1,2
1740 OFARRELL ST,Fat Angel Wine Bar,37.78348073, -122.43331592,SIDEWALK,1,2
4023 18TH ST,Philz Coffee,37.760765, -122.433295,SIDEWALK,1,2
4023 18TH ST,Philz Coffee,37.760765, -122.433295,SIDEWALK,1,2
668 HAIGHT ST,,37.771995, -122.433281,SIDEWALK,1,2
669 CHENERY ST,The Park Salon,37.734359, -122.433253,SIDEWALK,1,2
1739 OFARRELL ST,Jackson Hewitt Tax Service,37.78305462, -122.43313323,SIDEWALK,1,2
1539 FILLMORE ST,Hats on Fillmore,37.783918, -122.433120,SIDEWALK,1,2
1870 FILLMORE ST,Wine Jar,37.786590, -122.433077,SIDEWALK,1,2
1904 FILLMORE ST,Cassandria Blackmore,37.786590, -122.433077,SIDEWALK,1,2
1201 FILLMORE ST,Chemical Dependency Service,37.780858, -122.433057,SIDEWALK,2,4
653 CHENERY ST,Cara Glass & Sash,37.734302, -122.433005,SIDEWALK,1,2
659 HAIGHT ST,,37.771530, -122.432991,SIDEWALK,1,2
659 HAIGHT ST,,37.771530, -122.432991,SIDEWALK,1,2
2040 UNION ST,Milvali Salon and Cosmetics?,37.797697, -122.432964,SIDEWALK,1,2
4001 18TH ST,Kasa Indian Eatery,37.760820, -122.432958,SIDEWALK,1,2
2275 MARKET ST,,37.764555, -122.432062,SIDEWALK,1,
2275 MARKET ST,,37.764555, -122.432062,SIDEWALK,1,2
501 WALLER ST,Clipper / Wiggle Bicycles,37.770657, -122.432043,SIDEWALK,2,4
63 WALTER ST,The Independent,37.768197, -122.432042,SIDEWALK,2,4
1330 FILLMORE ST,Yoshis,37.781951, -122.431977,SIDEWALK,2,4
588 HAIGHT ST,Interstice Architects Inc.,37.772166, -122.431877,SIDEWALK,1,2
2257 MARKET ST,Peet's Coffee,37.764764, -122.431840,SIDEWALK,1,2
1981 UNION ST,lululemon athletica,37.797322, -122.431810,SIDEWALK,1,2
582 HAIGHT ST,,37.772178, -122.431787,SIDEWALK,1,2
2128 15TH ST,Stop Aids Project,37.766197, -122.431783,SIDEWALK,1,2
2128 15TH ST,stop aids project,37.766197, -122.431783,SIDEWALK,1,2
2 SANCHEZ ST,Duboce Park Cafe,37.769161, -122.431623,SIDEWALK,3,6
3991 24TH ST,Toast Eatery,37.751244, -122.431622,SIDEWALK,1,2
66 SANCHEZ ST,James Howell Yoga Studio,37.768206, -122.431610,SIDEWALK,1,2
2323 SACRAMENTO ST,CPMC,37.789874, -122.431514,SIDEWALK,1,2
1201 NOE ST,Chinese Medicine Works,37.749723, -122.431476,SIDEWALK,2,4
2333 BUCHANAN ST,California Pacific Medical Center,37.790615, -122.431434,SIDEWALK,2,4
2324 SACRAMENTO ST,California Pacific Medical Center,37.790615, -122.431434,SIDEWALK,2,4
2239 MARKET ST,Sweet Inspiration,37.765084, -122.431409,SIDEWALK,1,2
2217 MARKET ST,Bombay Indian Restaurant,37.765084, -122.431409,SIDEWALK,1,2
3979 24TH ST,Sway,37.751216, -122.431311,SIDEWALK,1,2
1345 TURK ST,residential,37.780318, -122.431231,SIDEWALK,2,4
3506 16TH ST,Ike's Place,37.764539, -122.431215,SIDEWALK,1,2
380 SANCHEZ ST,Viking Hair Salon,37.763106, -122.431077,SIDEWALK,1,2
501 FILLMORE ST,Key Food Grocery,37.774178, -122.431047,SIDEWALK,1,2
3804 17TH ST,Refried Cycles,37.762948, -122.431037,SIDEWALK,1,2
25 SANCHEZ ST,Duboce Park Cafe,37.768929, -122.430979,SIDEWALK,1,2
25 SANCHEZ ST,San Francisco Housing Authority,37.768929, -122.430979,SIDEWALK,1,2
1 SANCHEZ ST,Wiggle Rack,37.768929, -122.430979,SIDEWALK,1,2
3963 24TH ST,Vivon's Clothing Store,37.751238, -122.430953,SIDEWALK,1,2
3950 24TH ST,Whole Foods,37.751866, -122.430852,SIDEWALK,3,6
498 SANCHEZ ST,Samovar Tea Lounge,37.761261, -122.430847,SIDEWALK,1,2
525 HAIGHT ST,,37.771849, -122.430845,SIDEWALK,1,2
530 HAIGHT ST,Post All Center,37.772276, -122.430844,SIDEWALK,1,2
530 HAIGHT ST,Mad Dog in the Fog,37.772276, -122.430844,SIDEWALK,1,2
3901 18TH ST,Urban Bread,37.761018, -122.430785,SIDEWALK,1,2
4230 MISSION ST,Castro-J R Appliance Repair,37.729666, -122.430752,SIDEWALK,1,2
2193 MARKET ST,,37.765775, -122.430669,SIDEWALK,1,2
247 FILLMORE ST,Metro Cafe,37.771850, -122.430660,SIDEWALK,1,2
247 FILLMORE ST,Metro Cafe,37.771850, -122.430660,SIDEWALK,1,2
3489 16TH ST,Ike's Place,37.764158, -122.430570,SIDEWALK,2,4
3489 16TH ST,Ike's Place,37.764158, -122.430570,SIDEWALK,1,2
448 HAIGHT ST,Rooky Ricardo's Records,37.772488, -122.42970,PARKING_LANE,6,12
2124 MARKET ST,Blackbird Bar,37.767339, -122.429690,SIDEWALK,1,2
1270 SANCHEZ ST,Bethany United Methodist Church,37.748899, -122.429677,SIDEWALK,2,4
450 CHURCH ST,Everett Middle School,37.763542, -122.429646,PARCEL,10,20
1286 SANCHEZ ST,Family Practice doctor's office,37.748579, -122.429637,SIDEWALK,1,2
1501 OFARRELL ST,Rosa Parks Elementary School,37.78300893, -122.42950434,PARCEL,4,8
1501 OFARRELL ST,Raphael Weill Child Development Center,37.78300893, -122.42950434,PARCEL,8,16
130 CHURCH ST,Golden Natural Foods,37.768854, -122.429443,SIDEWALK,2,4
2100 MARKET ST,Home Restaurant,37.767509, -122.429432,SIDEWALK,2,4
136 CHURCH ST,Taqueria El Castillito,37.768723, -122.429430,SIDEWALK,1,2
3896 24TH ST,Noe Valley Pizza Restaurant,37.751811, -122.429381,SIDEWALK,1,2
172 CHURCH ST,Golden Produce Market,37.768171, -122.429378,SIDEWALK,4,8
1050 MCALLISTER ST,Ella Hill Hutch Communtiy Center,37.779421, -122.429321,SIDEWALK,1,2
762 FULTON ST,African American Arts & Culture Complex,37.778282, -122.429259,SIDEWALK,1,2
248 CHURCH ST,Thorough Bread& Pastry,37.766628, -122.429141,SIDEWALK,1,2
242 CHURCH ST,Sparky's,37.766628, -122.429141,SIDEWALK,1,2
3870 24TH ST,Ladybug Ladybug,37.751842, -122.429057,SIDEWALK,1,2
1801 GREEN ST,Golden Gate Valley Branch Library,37.796789, -122.429023,SIDEWALK,1,2
1801 GREEN ST,Golden Gate Valley Branch Library,37.796789, -122.429023,SIDEWALK,7,14
314 CHURCH ST,Chili Pie,37.765894, -122.428983,SIDEWALK,1,2
3858 24TH ST,Spectacles for Humans,37.751813, -122.428881,SIDEWALK,1,2
3705 17TH ST,Lyttle Chiropractic,37.762696, -122.428727,SIDEWALK,1,2
3705 17TH ST,Lyttle Chiropractic,37.762696, -122.428727,SIDEWALK,1,2
510 CHURCH ST,Balboa Pool,37.762712000000001, -122.428641,SIDEWALK,1,2
1579 SANCHEZ ST,Noe Valley Physical Therapy,37.743914, -122.428601,SIDEWALK,1,2
3801 18TH ST,Lilah Belle's,37.761089, -122.428521,SIDEWALK,1,2
2077 MARKET ST,Bay Liquores/Photoworks,37.767485, -122.428415,SIDEWALK,1,2
145 BOSWORTH ST,New Bosworth Market,37.733272, -122.428354,SIDEWALK,1,2
3838 24TH ST,The Dubliner,37.751832, -122.428328,SIDEWALK,1,2
445 CHURCH ST,Children's Council of San Francisco,37.763754, -122.428205,SIDEWALK,1,2
445 CHURCH ST,Children's Council of San Francisco,37.763754, -122.428205,SIDEWALK,1,2
445 CHURCH ST,Children's Council of San Francisco,37.763754, -122.428205,SIDEWALK,1,2
440 PAGE ST,Page Street Community Garden,37.77362331, -122.42810150,SIDEWALK,1,2
990 CHURCH ST,Theresa S. Mahler CDC (PreK),37.755275, -122.428095,SIDEWALK,1,2
3821 24TH ST,Noe Valley Wine Merchants,37.751419, -122.427941,SIDEWALK,1,2
698 HAYES ST,Hayes Market,37.776466, -122.427782,SIDEWALK,1,2
4056 MISSION ST,SF Electrical Training Facility,37.732813, -122.427719,SIDEWALK,2,4
3800 24TH ST,Noe Valley Fit Lite Gym,37.751925, -122.427685,SIDEWALK,1,2
3800 24TH ST,24 Hour Fitness Fit Lite,37.751925, -122.427685,SIDEWALK,2,4
1700 FILBERT ST,MJB Coffee,37.799281, -122.427674,SIDEWALK,1,2
2041 MARKET ST,salon baobao,37.768193, -122.427527,SIDEWALK,1,2
1360 CHURCH ST,,37.749049, -122.427470,SIDEWALK,1,2
1326 CHURCH ST,Valley Chiropractic,37.749529, -122.427416,SIDEWALK,1,2
1326 CHURCH ST,Valley Chiropractic,37.749529, -122.427416,SIDEWALK,1,2
1500 CHURCH ST,,37.746751, -122.427243,SIDEWALK,1,2
1508 CHURCH ST,,37.746607, -122.427228,SIDEWALK,1,2
1550 CHURCH ST,Incanto Restaurant,37.745943, -122.427201,SIDEWALK,2,4
3782 24TH ST,Basso's,37.751835, -122.427146,SIDEWALK,1,2
1694 UNION ST,Mudpie,37.798373, -122.427100,SIDEWALK,2,4
298 MUNICH ST,Golden State Market,37.721102, -122.427002,SIDEWALK,1,2
300 PAGE ST,San Francisco Zen Center,37.773884, -122.426055,PARKING_ANE,6,12
300 PAGE ST,San Francisco Zen Center,37.773884, -122.426055,SIDEWALK,2,4
570 GROVE ST,,37.777721, -122.425974,SIDEWALK,1,2
5 MURRAY ST,Metreon,37.733829, -122.425854,SIDEWALK,1,2
100 CHENERY ST,Chenery Market,37.739678, -122.425819,SIDEWALK,1,2
299 DOLORES ST,Holy Family School,37.764992, -122.425798,SIDEWALK,2,4
579 HAYES ST,Frjtz Gourmet Belgian Fies,37.776264, -122.425767,SIDEWALK,1,2
575 HAYES ST,Sean,37.776264, -122.425767,SIDEWALK,1,2
455 DOLORES ST,Dolores Park Church,37.762078, -122.425754,SIDEWALK,1,2
455 DOLORES ST,Dolores Park Church,37.762078, -122.425754,SIDEWALK,1,2
555 FULTON ST,residential,37.778168, -122.425752,SIDEWALK,1,2
555 FULTON ST,multiple,37.778168, -122.425752,SIDEWALK,1,2
3692 18TH ST,Bi-Rite Creamery,37.761586, -122.425715,PARKING_LANE,7,14
501 DOLORES ST,Dolores Park Cafe,37.761320, -122.425711,SIDEWALK,2,4
3689 18TH ST,Dolores Park Chiropractic,37.76132014, -122.42571074,SIDEWALK,1,2
3579 17TH ST,Studio For Urban Projects,37.762899, -122.425616,SIDEWALK,1,2
3579 17TH ST,Critter Salon,37.762899, -122.425616,SIDEWALK,1,2
3271 16TH ST,Laughing Lotus Yoga Center,37.764434, -122.425599,SIDEWALK,2,4
3271 16TH ST,Laughing Lotus Yoga Center,37.764434, -122.425599,SIDEWALK,2,4
1900 MARKET ST,Orbit Room,37.770641, -122.425406,SIDEWALK,2,4
1906 MARKET ST,Little Hollywood Launderette,37.770641, -122.425406,SIDEWALK,1,2
539 HAYES ST,Alla Prima Fine Lingerie,37.776398, -122.425264,SIDEWALK,1,2
1300 DOLORES ST,Luv A Java,37.748490, -122.425176,SIDEWALK,1,2
1300 DOLORES ST,Luv A Java,37.748490, -122.425176,SIDEWALK,1,2
3245 16TH ST,Creativity Explored,37.764468, -122.425015,SIDEWALK,2,4
519 HAYES ST,Yoga Tree,37.776434, -122.425002,SIDEWALK,1,2
519 HAYES ST,,37.776434, -122.425002,SIDEWALK,1,2
541 OCTAVIA ST,,37.777257, -122.424957,SIDEWALK,1,2
508 HAYES ST,Lavish,37.776816, -122.424912,SIDEWALK,1,2
506 HAYES ST,Timbuk2,37.776816, -122.424912,PARKING_LANE,6,12
516 HAYES ST,Acme Surplus,37.776816, -122.424912,SIDEWALK,1,2
3232 16TH ST,Crazy Sushi,37.764990, -122.424904,SIDEWALK,1,2
3235 16TH ST,Barnets,37.764475, -122.424884,SIDEWALK,1,2
508 14TH ST,Care Practice Medical Office,37.768190, -122.424880,SIDEWALK,1,2
449 OCTAVIA ST,Miette Confiserie candy store,37.776393, -122.424756,SIDEWALK,1,2
501 HAYES ST,Stacks Restaurant,37.776393, -122.424756,SIDEWALK,1,2
1600 DOLORES ST,O'Greenbergs,37.743675, -122.424712,SIDEWALK,1,2
198 GUERRERO ST,Mission Beach Cafe,37.768139, -122.424702,SIDEWALK,1,2
600 OCTAVIA ST,Seesaw LLC Cafe,37.777813, -122.424683,SIDEWALK,2,4
3639 18TH ST,Bi-Rite Market,37.761285, -122.424680,SIDEWALK,1,2
498 HAYES ST,Octavia's Haze gallery,37.776796, -122.424508,SIDEWALK,1,2
380 GUERRERO ST,Orange,37.765170, -122.424437,SIDEWALK,1,2
1514 UNION ST,Black Horse London Deli,37.798640, -122.424426,SIDEWALK,1,2
3839 MISSION ST,Giovanni's Pizza,37.735522, -122.424367,SIDEWALK,1,2
482 HAYES ST,Flipper's restaurant,37.776915, -122.424351,SIDEWALK,1,2
3200 16TH ST,Elixir Bar,37.76499218, -122.42433045,SIDEWALK,1,2
201 OCTAVIA ST,Mercury Cafe,37.773993, -122.424323,SIDEWALK,1,2
203 OCTAVIA ST,Straw Carnival Fare,37.773993, -122.424323,SIDEWALK,1,2
3614 18TH ST,Fayes Video,37.761733, -122.424292,SIDEWALK,1,2
42 WALLER ST,Chinese American International School,37.772228, -122.424230,SIDEWALK,1,2
1853 MARKET ST,The Dailey Method,37.770780, -122.424228,SIDEWALK,1,2
3505 17TH ST,Claire's Deli,37.763009, -122.424214,SIDEWALK,1,2
3505 17TH ST,Claire's Deli,37.763009, -122.424214,SIDEWALK,1,2
500 GUERRERO ST,500 Club,37.763009, -122.424214,SIDEWALK,2,4
3621 18TH ST,Delfina,37.761362, -122.424189,PARKING_LANE,6,12
3621 18TH ST,Delfina,37.761362, -122.424189,SIDEWALK,1,2
3605 18TH ST,residential,37.761362, -122.424189,SIDEWALK,3,6
424 OCTAVIA ST,Biergarten/Patricia's Green,37.776039, -122.424176,SIDEWALK,4,8
494 14TH ST,Box Dog Bikes / Thieve's Tavern,37.768215, -122.424173,PARKING_LANE,5,10
496 14TH ST,Thieve's Tavern,37.768215, -122.424173,SIDEWALK,2,4
201 GUERRERO ST,Studio Guell,37.767853, -122.424167,SIDEWALK,2,4
1150 FRANCISCO ST,Galileo HS,37.803790, -122.424145,PARCEL,4,8
448 GROVE ST,Oxenrose Salon,37.777885, -122.424119,SIDEWALK,1,2
448 GROVE ST,Oxenrose salon,37.777885, -122.424119,SIDEWALK,1,2
465 GROVE ST,Double Decker restaurant,37.777451, -122.424091,SIDEWALK,2,4
1551 DOLORES ST,Noeteca,37.744536, -122.424071,SIDEWALK,1,2
1800 MARKET ST,LGBT Community Center,37.771778, -122.424028,SIDEWALK,1,6
483 14TH ST,Mission Junk,37.767863, -122.423994,SIDEWALK,1,2
487 14TH ST,dreamers & make believers salon,37.767863, -122.423994,SIDEWALK,2,4
1010 GOUGH ST,Family Service Agency of SF,37.782762, -122.423925,SIDEWALK,3,6
381 GUERRERO ST,,37.765151, -122.423890,SIDEWALK,1,2
3648 24TH ST,St. James School,37.752081, -122.423851,SIDEWALK,1,2
,Lily and Octavia (Garden for SF Homeless Connect),37.77416534, -122.42383957,SIDEWALK,1,2
499 GUERRERO ST,Hom's Grocery & Liquor,37.763298, -122.423730,SIDEWALK,1,2
445 HAYES ST,Sing Lee laundry,37.776530, -122.423686,SIDEWALK,1,2
888 TURK ST,,37.781878, -122.423645,SIDEWALK,1,2
3169 16TH ST,Artist Xchange,37.76452199, -122.42364107,SIDEWALK,1,2
3189 16TH ST,Malai Thai restaurant,37.76452199, -122.42364107,SIDEWALK,1,2
599 GUERRERO ST,Pay N Save store,37.761768, -122.423615,SIDEWALK,1,2
593 GUERRERO ST,18 Reasons,37.761768, -122.423615,SIDEWALK,1,2
539 GOUGH ST,Krav Maga Institute,37.778420, -122.423562,SIDEWALK,1,2
998 GUERRERO ST,Liberties Irish Bar,37.755279, -122.423539,SIDEWALK,1,2
3416 22ND ST,Shear Delight Hair Salon,37.75527943, -122.42353557,SIDEWALK,1,2
1700 JACKSON ST,,37.794021, -122.423502,SIDEWALK,1,2
257 OAK ST,Advanced Allergy Solutions,37.774643, -122.423489,SIDEWALK,1,2
589 GUERRERO ST,Buen Dia Family School,37.761934, -122.423453,SIDEWALK,1,2
1835 VAN NESS AVE,Academy of Art University,37.792633, -122.423428,SIDEWALK,1,2
416 HAYES ST,Gimme Shoes,37.777073, -122.423408,SIDEWALK,1,2
770 GOLDEN GATE AVE,,37.780909, -122.423396,SIDEWALK,1,2
3170 16TH ST,Big Lantern restaurant,37.76508342, -122.42338851,SIDEWALK,1,2
330 FELL ST,,37.776067, -122.423369,SIDEWALK,1,2
2001 VAN NESS AVE,,37.794087, -122.423346,SIDEWALK,1,2
3159 16TH ST,Gestalt Haus,37.764570, -122.423300,SIDEWALK,1,2
1111 OFARRELL ST,Urban Life Center,37.78424924, -122.42328652,SIDEWALK,1,2
3160 16TH ST,Kilowatt Bar,37.765062, -122.423249,SIDEWALK,1,2
144 PAGE ST,Nick's Supermarket,37.774243, -122.423232,SIDEWALK,2,4
1198 GUERRERO ST,24 Guerrero Cleaners,37.752101, -122.423204,SIDEWALK,1,2
1198 GUERRERO ST,24 Guerrero Cleaners,37.752101, -122.423204,SIDEWALK,1,2
3153 16TH ST,Candystore Collective,37.764618, -122.423201,SIDEWALK,1,2
320 FELL ST,Fatted Calf Charcuterie,37.776160, -122.423195,SIDEWALK,2,4
411 HAYES ST,,37.776597, -122.423156,SIDEWALK,1,2
401 HAYES ST,Christopher Elbow Artisan Chocolates,37.776717, -122.423128,SIDEWALK,1,2
939 EDDY ST,SF Gov Offices: Senior Developments,37.782316, -122.423112,SIDEWALK,1,2
1720 MARKET ST,VACANT (was: The Happiness Institute),37.77254418, -122.42310203,SIDEWALK,1,2
